고유번호,지역,상호,상표,주소,전화번호,셀프여부, 품질인증주유소, 전산보고주유소
A0008930,경기 화성시,(주)정도비앤이,자가상표,경기 화성시 서신면 당성로 269,031-357-5142,일반,N,N
A0008931,경기 화성시,영신주유소,HD현대오일뱅크,경기 화성시 양감면 서해로 135,031-354-0251,일반,N,N
A0008934,경기 화성시,수노을주유소,GS칼텍스,경기 화성시 화성로 362,031-355-5182,셀프,N,N
A0008935,경기 화성시,구도일주유소 상리,S-OIL,경기 화성시 봉담읍 삼천병마로 1129-18,031-227-5149,셀프,N,N
A0008936,경기 화성시,효진주유소,HD현대오일뱅크,경기 화성시 향남읍 서봉로 713,031-366-4497,셀프,N,N
A0008939,경기 화성시,주식회사청우에너지,SK에너지,경기 화성시 팔탄면 서해로 1409-9,031-353-5169,셀프,N,N
A0008946,경기 화성시,한얼에너지,GS칼텍스,경기 화성시 남양읍 화성로 1244,031-356-8051,일반,N,N
A0008959,경기 화성시,유림주유소,SK에너지,경기 화성시 향남읍 서봉로 586,031-352-2174,일반,N,N
A0008967,경기 화성시,스마일주유소,SK에너지,경기 화성시 장안면 수정로 265,031-358-6013,일반,N,Y
A0008969,경기 화성시,지에스칼텍스(주)캐피탈주유소,GS칼텍스,경기 화성시 향남읍 발안로 450,031-366-5126,셀프,N,Y
A0008972,경기 화성시,청강신리주유소,GS칼텍스,경기 화성시 정남면 만년로 391,031-353-2251,일반,N,Y
A0008978,경기 화성시,(주)구구에너지직영 88주유소,SK에너지,경기 화성시 향남읍 삼천병마로 276,031-352-2000,일반,N,N
A0008982,경기 화성시,그린주유소,S-OIL,경기 화성시 우정읍 포승향남로 1207,031-358-0578,셀프,N,N
A0008986,경기 화성시,대동에너지주유소,HD현대오일뱅크,경기 화성시 양감면 은행나무로 442,031-354-9928,셀프,N,N
A0008991,경기 화성시,장수주유소,GS칼텍스,경기 화성시 장안면 3.1만세로 480,031-351-4480,일반,N,N
A0008992,경기 화성시,세화주유소,SK에너지,경기 화성시 비봉면 비봉로 477,031-357-7006,셀프,N,N
A0008993,경기 화성시,이포에너지(주) 우리주유소,HD현대오일뱅크,경기 화성시 남양읍 화성로 995,031-357-5182,셀프,N,N
A0008995,경기 화성시,(주)구구에너지 99주유소,SK에너지,경기도 화성시 팔탄면 포승향남로 2978,031-352-6351,셀프,N,N
A0008997,경기 화성시,(주)한영 경기서부지점,자가상표,경기 화성시 남양읍 화성로 1267,031-357-5980,셀프,N,N
A0009000,경기 화성시,신기알뜰주유소,알뜰주유소,경기 화성시 남양읍 화성로 1472,031-357-1145,셀프,Y,Y
A0009002,경기 화성시,서진주유소,GS칼텍스,경기 화성시 팔탄면 삼천병마로 568,031-366-5155,셀프,N,N
A0009004,경기 화성시,자유에너지(주) 남양타운주유소,HD현대오일뱅크,경기 화성시 남양읍 주석로 54,031-366-9155,셀프,N,N
A0009006,경기 화성시,SK에너지(주) 서해로셀프주유소,SK에너지,경기 화성시 팔탄면 서해로 962,031-352-5179,셀프,N,Y
A0009007,경기 화성시,송산그린주유소,SK에너지,경기 화성시 송산면 화성로 246,031-356-6843,셀프,N,Y
A0009008,경기 화성시,거홍주유소 (주),GS칼텍스,경기 화성시 양감면 은행나무로 389,031-353-5262,일반,N,N
A0009009,경기 화성시,서신농협주유소,NH-OIL,경기 화성시 서신면 궁평항로 1705,031-357-5031,셀프,Y,Y
A0009011,경기 화성시,SK KH에너지 KH덕우주유소,SK에너지,경기 화성시 팔탄면 포승향남로 2298,031-8059-5138,셀프,N,Y
A0009012,경기 화성시,송산(평택방향)주유소,자가상표,경기 화성시 송산면 평택시흥고속도로 25,031-357-8194,일반,Y,Y
A0009013,경기 화성시,송산(시흥방향)주유소,자가상표,경기 화성시 송산면 평택시흥고속도로 25,031-357-8192,일반,Y,Y
A0009017,경기 화성시,정남제일주유소,HD현대오일뱅크,경기 화성시 정남면 만년로 354,031-8059-1517,일반,N,N
A0009019,경기 화성시,㈜삼표산업 화성에너지,HD현대오일뱅크,경기 화성시 비봉면 푸른들판로 1275,031-356-3435,일반,N,N
A0009020,경기 화성시,혜성주유소,S-OIL,경기 화성시 팔탄면 서해로 1271,031-354-4686,일반,N,N
A0009021,경기 화성시,(주)신영광셀프주유소,GS칼텍스,경기 화성시 남양읍 화성로 1515 (북양동),031-357-4312,셀프,N,N
A0009022,경기 화성시,SK대로셀프주유소,SK에너지,경기 화성시 남양읍 화성로 1229,031-366-7762,셀프,N,N
A0009023,경기 화성시,(주)드래곤에너지,S-OIL,경기 화성시 매송면 매송고색로 376,031-293-2532,셀프,N,N
A0009024,경기 화성시,(주)구구에너지 89주유소,SK에너지,경기 화성시 우정읍 포승향남로 1129,031-351-5199,셀프,N,N
A0009163,경기 화성시,구도일주유소 신흥,S-OIL,경기 화성시 팔탄면 서해로 1280,031-366-5109,셀프,N,N
A0009444,경기 화성시,형제주유소,S-OIL,경기도 화성시 정남면 서봉로 1081 (정남면),031-366-0101,셀프,N,N
A0009729,경기 화성시,(주)태화유업 병점주유소,HD현대오일뱅크,경기 화성시 떡전골로 148,031-225-5189,일반,N,N
A0009753,경기 화성시,마도알뜰주유소,알뜰주유소,경기 화성시 마도면 두곡서길 58,031-355-0928,셀프,Y,Y
A0009774,경기 화성시,이화셀프주유소,S-OIL,경기 화성시 비봉면 푸른들판로 1401,031-356-3482,셀프,N,N
A0009855,경기 화성시,남양대로주유소,HD현대오일뱅크,경기 화성시 남양읍 화성로 1235,031-351-5152,셀프,N,N
A0011822,경기 화성시,대성유류판매(주)주유소,SK에너지,경기 화성시 우정읍 포승향남로 1208,031-351-8540,셀프,N,N
A0012318,경기 화성시,화성뉴시티주유소,S-OIL,경기 화성시 남양읍 화성로 1286,031-357-0725,일반,N,N
A0012870,경기 화성시,발안고속주유소,SK에너지,경기 화성시 장안면 3.1만세로 562,031-351-5186,일반,N,N
A0016597,경기 화성시,서봉주유소,S-OIL,경기 화성시 향남읍 서봉로 745,031-8059-5168,셀프,N,N
A0017620,경기 화성시,(주)셀프제일에너지 남양주유소,S-OIL,경기 화성시 남양성지로 17,031-355-8905,셀프,N,N
A0021087,경기 화성시,(주)화성홈런주유소,HD현대오일뱅크,경기 화성시 정남면 서봉로 863,031-8059-2526,셀프,N,N
A0021509,경기 화성시,민들레셀프주유소,SK에너지,경기 화성시 향남읍 발안만세길 156,031-353-9853,셀프,N,N
A0031274,경기 화성시,덕우리주유소,GS칼텍스,경기 화성시 팔탄면 포승향남로 2295,031-352-5799,일반,N,N
A0032719,경기 화성시,자유에너지(주) 행운주유소,HD현대오일뱅크,경기도 화성시 봉담읍 효행로 268 (봉담읍),031-226-5120,셀프,N,N
A0032864,경기 화성시,금탑셀프주유소,SK에너지,경기 화성시 비봉면 서해로 1692,031-357-1632,셀프,N,N
A0032865,경기 화성시,HD현대오일뱅크㈜직영 서해현대셀프주유소,HD현대오일뱅크,경기 화성시 매송면 매송고색로 109,031-292-9224,셀프,N,Y
A0032920,경기 화성시,대명에너지2,HD현대오일뱅크,경기 화성시 정남면 만년로 778-5,070-4232-5189,셀프,N,Y
A0032923,경기 화성시,지에스칼텍스㈜동탄2산단주유소,GS칼텍스,경기 화성시 동탄기흥로 161,031-376-7678,셀프,N,Y
A0032926,경기 화성시,GS 세마주유소,GS칼텍스,경기 화성시 만년로 889,031-235-5189,셀프,N,N
A0032949,경기 화성시,코끼리주유소,SK에너지,경기 화성시 마도면 화성로 909,031-357-6489,셀프,N,N
A0032966,경기 화성시,동탄반월주유소,SK에너지,경기 화성시 동탄원천로 447 (반월동),070-8112-5189,셀프,N,Y
A0033105,경기 화성시,주석self주유소,S-OIL,경기 화성시 남양읍 주석로 79(남양읍),031-355-1404,셀프,N,N
A0033111,경기 화성시,매송주유소,S-OIL,경기 화성시 매송면 푸른들판로 1937,031-295-0833,셀프,N,Y
A0033173,경기 화성시,현대셀프주유소,HD현대오일뱅크,경기 화성시 매송면 매송로 283,031-233-8669,셀프,N,N
A0033207,경기 화성시,(주)남경석유 길벗주유소,SK에너지,경기 화성시 봉담읍 삼천병마로 1133,031-292-5191,셀프,N,N
A0033211,경기 화성시,장지IC주유소,S-OIL,경기 화성시 경기동로 378 (장지동),031-376-5189,셀프,N,N
A0033232,경기 화성시,동탄2주유소,GS칼텍스,경기 화성시 동탄대로 750 (영천동),031-374-1189,셀프,N,N
A0033241,경기 화성시,대양석유(주)동탄드림주유소,SK에너지,경기도 화성시 동탄순환대로 731(영천동),031-374-5186,셀프,N,Y
A0033251,경기 화성시,동탄명품주유소,S-OIL,경기도 화성시 동탄신리천로 249(오산동),031-378-5010,셀프,N,Y
A0033272,경기 화성시,삼미상사(주) 정남TG셀프주유소,SK에너지,경기 화성시 정남면 세자로 214,031-351-5145,셀프,N,Y
A0033276,경기 화성시,매송주유소(서울방향),알뜰(ex),경기 화성시 매송면 서해안고속도로 316-1,031-295-1509,셀프,Y,Y
A0033277,경기 화성시,매송주유소(목포방향),알뜰(ex),경기 화성시 매송면 서해안고속도로 315-1,031-296-1509,셀프,Y,Y
A0033293,경기 화성시,HD현대오일뱅크㈜직영 동탄예일주유소,HD현대오일뱅크,경기 화성시 경기동로 211 (장지동),031-372-3401,일반,N,N
A0033339,경기 화성시,기안셀프주유소,SK에너지,경기 화성시 서부로 1343,031-225-1225,셀프,N,Y
A0033352,경기 화성시,HD현대오일뱅크㈜직영 정남현대주유소,HD현대오일뱅크,경기 화성시 정남면 세자로 257,031-354-1847,셀프,N,Y
A0033442,경기 화성시,동탄그린주유소,GS칼텍스,경기 화성시 동탄산단5길 10-44,031-373-5828,셀프,N,Y
A0033532,경기 화성시,에이치제이에너지주유소,GS칼텍스,경기 화성시 팔탄면 시청로 567,031-366-9082,셀프,N,N
A0033568,경기 화성시,(주)비봉I.C셀프주유소,S-OIL,경기 화성시 비봉면 화성로 1940,031-8055-8735,셀프,N,N
A0033632,경기 화성시,태물주유소,알뜰주유소,경기 화성시 남양읍 남양로 651,031-355-0903,셀프,N,Y
A0033684,경기 화성시,희망주유소,HD현대오일뱅크,경기 화성시 봉담읍 삼천병마로 649,031-295-8669,셀프,N,Y
A0033712,경기 화성시,봉담제일주유소,S-OIL,경기 화성시 봉담읍 상리중앙로 257,070-4015-5145,셀프,N,N
A0033732,경기 화성시,거홍(주) 초록로주유소,GS칼텍스,경기 화성시 양감면 초록로 612,031-352-6699,셀프,N,N
A0000037,경기 파주시,용미self주유소,HD현대오일뱅크,경기 파주시 광탄면 혜음로 396,031-942-6060,셀프,N,N
A0000451,경기 파주시,금곡주유소,S-OIL,경기 파주시 법원읍 술이홀로 1265,031-959-0090,일반,N,N
A0000507,경기 파주시,장마루세원3주유소,SK에너지,경기 파주시 파평면 율곡로 1366,031-958-5184,셀프,N,N
A0000641,경기 파주시,한빛주유소,HD현대오일뱅크,경기 파주시 문산읍 방촌로 1613,031-954-0400,셀프,N,N
A0000695,경기 파주시,성동IC주유소,SK에너지,경기 파주시 탄현면 새오리로,031-944-4651,셀프,N,N
A0000710,경기 파주시,가원주유소,SK에너지,경기 파주시 탄현면 엘지로 635,031-941-3609,셀프,N,N
A0001006,경기 파주시,㈜JS 프라임주유소,SK에너지,경기 파주시 교하읍 교하로 434,031-943-2236,셀프,N,N
A0001864,경기 파주시,백운주유소,GS칼텍스,경기 파주시 조리읍 등원로 341,031-947-5151,일반,N,Y
A0003769,경기 파주시,운정드림주유소/충전소,S-OIL,경기 파주시 파주로 721,031-947-5189,셀프,N,N
A0005052,경기 파주시,운정신도시주유소,SK에너지,경기 파주시 동서대로 377  (동패동),031-946-1340,셀프,N,N
A0005053,경기 파주시,창대주유소,S-OIL,경기 파주시 조리읍 홀작로 222,031-941-9199,일반,N,N
A0005055,경기 파주시,덕은셀프주유소,SK에너지,경기도 파주시 월롱면 엘지로 214,031-945-6404,셀프,N,N
A0005078,경기 파주시,한전주유소,S-OIL,경기 파주시 문산읍 문산로 10,0,일반,N,N
A0005084,경기 파주시,세종석유,S-OIL,경기 파주시 법원읍 자운서원로 436,031-958-2400,셀프,N,N
A0005085,경기 파주시,고향길주유소,HD현대오일뱅크,경기 파주시 문산읍 통일로 1875,031-953-6721,일반,N,N
A0005087,경기 파주시,삼일주유소,HD현대오일뱅크,경기 파주시 문산읍 문향로 29,031-952-2745,일반,N,N
A0005090,경기 파주시,광탄셀프주유소,SK에너지,경기 파주시 광탄면 혜음로1178,031-947-7420,셀프,N,N
A0005092,경기 파주시,대능주유소,SK에너지,경기 파주시 법원읍 술이홀로 750,031-959-5025,일반,N,N
A0005095,경기 파주시,판문점주유소,SK에너지,경기 파주시 조리읍 통일로 273,031-941-7278,셀프,N,N
A0005096,경기 파주시,법원주유소,GS칼텍스,경기 파주시 법원읍 사임당로 882,031-958-0220,일반,N,N
A0005101,경기 파주시,도화상사은봉주유소,GS칼텍스,경기 파주시 평화로 260 (야동동),031-943-9040,일반,N,N
A0005105,경기 파주시,제일주유소,GS칼텍스,경기 파주시 법원읍 술이홀로 1031,031-959-1997,일반,N,N
A0005120,경기 파주시,일광에너비스 헤이리점,GS칼텍스,경기 파주시 탄현면 평화로 940,031-949-5618,셀프,N,N
A0005135,경기 파주시,대원주유소,알뜰주유소,경기 파주시 적성면 청송로 1091,031-959-3422,셀프,Y,Y
A0005140,경기 파주시,청석주유소,S-OIL,경기 파주시 교하읍 교하로 1147,031-941-5149,일반,N,N
A0005152,경기 파주시,세광주유소,SK에너지,경기 파주시 광탄면 부흥로 303,031-941-0675,일반,N,N
A0005156,경기 파주시,푸른주유소,SK에너지,경기 파주시 경의로 1571,031-944-1348,일반,N,Y
A0005169,경기 파주시,해맑은주유소,GS칼텍스,경기 파주시 적성면 청송로 978,031-958-1211,일반,N,N
A0005184,경기 파주시,파주필립스주유소,GS칼텍스,경기도 파주시 월롱면 통일로 909,031-942-5145,일반,N,N
A0005219,경기 파주시,파평주유소,S-OIL,경기 파주시 파평면 청송로 194-1,031-958-6700,일반,N,Y
A0005237,경기 파주시,하우개주유소,SK에너지,경기 파주시  천정구로 77 (당하동),031-948-6007,일반,N,Y
A0005280,경기 파주시,송촌주유소,SK에너지,경기 파주시 재두루미길 622 (송촌동),031-942-7800,셀프,N,Y
A0005444,경기 파주시,오두산주유소,GS칼텍스,경기 파주시 평화로 522 (맥금동),031-945-2388,일반,N,N
A0005447,경기 파주시,신성석유(주),SK에너지,경기 파주시 문산읍 통일로 1712,031-953-4160,셀프,N,N
A0005451,경기 파주시,(주)골밭 문산주유소,GS칼텍스,경기 파주시 문산읍 율곡로 25,031-953-7500,셀프,N,N
A0005471,경기 파주시,봉암주유소,S-OIL,경기 파주시 파주읍 주라위길 278,031-952-6366,일반,N,N
A0005472,경기 파주시,조리농협주유소,NH-OIL,경기 파주시 조리읍 통일로 441,031-945-6048,일반,N,Y
A0005476,경기 파주시,오신개발(주) 임진강주유소,HD현대오일뱅크,경기 파주시 월롱면 통일로 975,031-945-2170,일반,N,N
A0005478,경기 파주시,봉일천주유소,GS칼텍스,경기 파주시 조리읍 봉천로 95,031-941-4046,일반,N,N
A0005515,경기 파주시,(주)신흥 신흥주유소,GS칼텍스,경기 파주시 중앙로 68 (금능동),031-949-5195,일반,N,N
A0005554,경기 파주시,삼미상사(주)파주역셀프주유소,SK에너지,경기 파주시 파주읍 통일로 1116,031-952-5184,셀프,N,Y
A0006006,경기 파주시,헤이리주유소,HD현대오일뱅크,경기 파주시 탄현면 평화로 809,031-945-5149,셀프,N,N
A0006179,경기 파주시,서경주유소,SK에너지,경기 파주시 중앙로 90 (금능동),031-944-3131,셀프,N,N
A0006546,경기 파주시,명성주유소,S-OIL,경기 파주시 법원읍 사임당로 935,031-959-1285,일반,N,N
A0007389,경기 파주시,승채주유소,S-OIL,경기도 파주시 월롱면 통일로 824,031-945-4396,일반,N,N
A0008253,경기 파주시,(주)창조 신화문산주유소,S-OIL,경기 파주시 문산읍 통일로 1752-79,031-953-5182,셀프,N,Y
A0008446,경기 파주시,(주)디오티디 파주태권브이주유소,SK에너지,경기 파주시 평화로 128 (금촌동),031-957-5189,셀프,N,Y
A0008447,경기 파주시,기름나라주유소,SK에너지,경기 파주시 탄현면 엘지로 622,031-945-5145,일반,N,N
A0008449,경기 파주시,오성주유소,HD현대오일뱅크,경기 파주시 조리읍 등원로 229,031-947-0051,일반,N,N
A0008452,경기 파주시,수향셀프주유소,SK에너지,경기 파주시 법원읍 사임당로 680,031-958-7541,셀프,N,N
A0008457,경기 파주시,조인에너지 Self,GS칼텍스,경기도 파주시 법원읍 화합로 74,031-953-6979,셀프,N,N
A0008459,경기 파주시,대성주유소,SK에너지,경기 파주시 광탄면 보광로 814,031-945-5185,셀프,N,Y
A0008469,경기 파주시,SK KH에너지 천운주유소,SK에너지,경기 파주시 파주읍 충현로 8,031-952-5145,셀프,N,Y
A0008475,경기 파주시,주내주유소,SK에너지,경기 파주시 파주읍 술이홀로 383,031-953-4330,일반,N,N
A0008478,경기 파주시,탄현주유소,SK에너지,경기 파주시 탄현면 방촌로 644,031-945-3300,셀프,N,N
A0008491,경기 파주시,사랑셀프주유소,GS칼텍스,경기 파주시 탄현면 평화로 657,031-943-5190,셀프,N,N
A0008493,경기 파주시,굿모닝주유소,알뜰주유소,경기 파주시 파주읍 우계로 299,031-952-3245,셀프,N,Y
A0008502,경기 파주시,한성주유소,HD현대오일뱅크,경기 파주시 월롱면 도감로 158,031-945-5129,일반,N,N
A0008506,경기 파주시,문성주유소,SK에너지,경기 파주시 적성면 솥뒤로 75,031-959-9064,일반,N,Y
A0008512,경기 파주시,주식회사 동지에너지,HD현대오일뱅크,경기 파주시 광탄면 부흥로 106,031-942-5188,셀프,N,N
A0008513,경기 파주시,금촌주유소,HD현대오일뱅크,경기 파주시 아동로 60 (아동동),031-957-3651,일반,N,N
A0008526,경기 파주시,에이스주유소,GS칼텍스,경기 파주시 파평면 청송로 508,031-959-5152,일반,N,N
A0008532,경기 파주시,조인에너지셀프야동점,GS칼텍스,경기 파주시 창곡동길 27 (야동동),031-948-6181,셀프,N,N
A0008535,경기 파주시,파주열정주유소,HD현대오일뱅크,경기 파주시 파주읍 우계로 152,031-952-9752,일반,N,N
A0008543,경기 파주시,한성제1주유소,HD현대오일뱅크,경기 파주시 탄현면 엘지로 639,031-946-5155,일반,N,N
A0008549,경기 파주시,능안제일주유소,HD현대오일뱅크,경기 파주시 조리읍 대원로 276,031-946-7474,셀프,N,N
A0008551,경기 파주시,(주)제이에스에너지,SK에너지,경기 파주시 탄현면 평화로 731,031-945-5135,셀프,N,N
A0008553,경기 파주시,통일특구주유소,HD현대오일뱅크,경기 파주시 문산읍 사임당로 394,031-952-1862,일반,N,N
A0008564,경기 파주시,주)구송에너지,GS칼텍스,경기 파주시 교하로 499 (동패동),031-947-0007,셀프,N,N
A0008568,경기 파주시,등원주유소,S-OIL,경기 파주시 조리읍 등원로 57,031-944-5155,일반,N,N
A0008571,경기 파주시,적암주유소,SK에너지,경기 파주시 적성면 율곡로 2989,031-959-4495,일반,N,N
A0008574,경기 파주시,지에스칼텍스(주)파주LCD주유소,GS칼텍스,경기 파주시 탄현면 엘지로 448,031-948-5182,셀프,N,Y
A0008580,경기 파주시,갈곡 주유소,SK에너지,경기 파주시 법원읍 화합로 343,031-958-7154,일반,N,N
A0008581,경기 파주시,미주주유소,HD현대오일뱅크,경기 파주시 부흥로 595,031-944-5171,일반,N,N
A0008582,경기 파주시,명품주유소 기정에너지,GS칼텍스,경기 파주시 금월로 130 (야동동 14번지),031-943-5180,일반,N,N
A0008583,경기 파주시,장현주유소,S-OIL,경기 파주시 적성면 율곡로 2693 (적성면),031-958-8588,일반,N,Y
A0008593,경기 파주시,연세에너지(주),GS칼텍스,경기 파주시 월롱면 엘지로 185,031-959-8975,셀프,N,Y
A0008595,경기 파주시,(주)엘피엘,GS칼텍스,경기 파주시 탄현면 방촌로 1007,031-942-3800,셀프,N,N
A0008599,경기 파주시,적성주유소,HD현대오일뱅크,경기 파주시 적성면 청송로 1046,031-959-4032,일반,N,N
A0008600,경기 파주시,파주경인주유소,SK에너지,경기 파주시 조리읍 통일로 124,031-943-5052,셀프,N,N
A0008601,경기 파주시,주식회사 흥안,S-OIL,경기 파주시 법원읍 화합로 208,031-959-3331,일반,N,N
A0008602,경기 파주시,LCD주유소,GS칼텍스,경기 파주시 탄현면 엘지로 640,031-942-5149,일반,N,N
A0008605,경기 파주시,(주)디오티디 파주댕댕이주유소,S-OIL,경기 파주시 파주로 72 (문발동),031-994-5185,셀프,N,Y
A0008606,경기 파주시,파주농협주유소,NH-OIL,경기 파주시 파주읍 통일로 1539,031-953-7620,셀프,Y,Y
A0008607,경기 파주시,광탄농협주유소,NH-OIL,경기 파주시 광탄면 신산리 동거리길 41,031-947-7876,일반,Y,Y
A0008608,경기 파주시,금촌농협주유소,NH-OIL,경기 파주시 평화로 240 (야동동),031-943-0003,셀프,Y,Y
A0008614,경기 파주시,(주)소모 파주주유소,GS칼텍스,경기 파주시 탄현면 엘지로 615,031-944-5114,일반,N,Y
A0008624,경기 파주시,교하셀프주유소,HD현대오일뱅크,경기 파주시 교하읍 교하로 926,031-946-5301,셀프,N,N
A0008625,경기 파주시,첨단주유소,GS칼텍스,경기 파주시 파주읍 충현로 33,031-954-0886,셀프,N,N
A0008626,경기 파주시,㈜케이알산업 파주출판도시자유로주유소,S-OIL,경기 파주시 자유로 2210,031-943-5189,일반,N,N
A0008639,경기 파주시,HD현대오일뱅크㈜직영 동패셀프주유소,HD현대오일뱅크,경기 파주시 동서대로 367 (동패동),031-945-5125,셀프,N,Y
A0008641,경기 파주시,㈜디오티디 파주고라니주유소,HD현대오일뱅크,경기도 파주시 파주로 66,031-937-8518,셀프,N,Y
A0008643,경기 파주시,HD현대오일뱅크㈜직영 운정셀프주유소,HD현대오일뱅크,경기 파주시 미래로 374 (야당동),0,셀프,N,Y
A0008647,경기 파주시,삼호에너지 파주아울렛주유소,SK에너지,경기 파주시 파주로 70,070-4910-4007,셀프,N,Y
A0008648,경기 파주시,(주)삼호에너지 행복나라주유소 선재지점,SK에너지,경기 파주시 파주로 63,070-4910-4008,일반,N,Y
A0008649,경기 파주시,파주아동주유소 ㈜경남오일뱅크,HD현대오일뱅크,경기 파주시 통일로 630,031-942-5103,셀프,N,N
A0008650,경기 파주시,파주셀프주유소,HD현대오일뱅크,경기 파주시 조리읍 파주로 1077,031-947-8494,셀프,N,N
A0008652,경기 파주시,이케이에너지(주)파동주유소,HD현대오일뱅크,경기 파주시 통일로 645,031-949-1449,셀프,N,Y
A0008655,경기 파주시,삼미상사(주)미래로SELF주유소,SK에너지,경기 파주시 미래로 292 (동패동),031-941-5181,셀프,N,Y
A0009736,경기 파주시,유림주유소,S-OIL,경기 파주시 광탄면 보광로 940,031-948-5144,일반,N,N
A0010150,경기 파주시,세원5주유소,SK에너지,경기 파주시 파평면 율곡로 1363,031-958-3838,셀프,N,N
A0016313,경기 파주시,일동주유소 기정에너지,GS칼텍스,경기 파주시 조리읍 통일로 517,031-945-5189,일반,N,N
A0018318,경기 파주시,케이와이에너지㈜ 아동주유소/충전소,GS칼텍스,경기 파주시 새꽃로 279 (아동동),031-945-0501,셀프,N,N
A0019407,경기 파주시,(주)투에이치팜,GS칼텍스,경기 파주시 탄현면 헤이리로 105,031-945-2900,일반,N,N
A0032704,경기 파주시,파주제일주유소,GS칼텍스,경기 파주시 파주읍 술이홀로 247,031-949-1485,일반,N,N
A0032820,경기 파주시,㈜디오티디 파주마징가주유소,HD현대오일뱅크,경기 파주시 월롱면 엘지로 105,031-947-5185,셀프,N,Y
A0033007,경기 파주시,㈜에스지에너지주유소,HD현대오일뱅크,경기 파주시 책향기로 640,031-948-6115,셀프,N,N
A0033034,경기 파주시,통일주유소,S-OIL,경기 파주시 적성면 율곡로 1466,031-959-6507,셀프,N,Y
A0033147,경기 파주시,문발셀프주유소,SK에너지,경기 파주시 파주로 41,031-948-1092,셀프,N,N
A0033686,경기 파주시,HD현대오일뱅크㈜직영 운정호수셀프주유소,HD현대오일뱅크,경기 파주 동서대로 532,031-957-5152,셀프,N,Y
A0002110,경기 광주시,지에스칼텍스㈜ 유정주유소,GS칼텍스,경기 광주시 도척면 마도로 196,031-763-2525,일반,N,Y
A0003444,경기 광주시,삼원셀프주유소,GS칼텍스,경기 광주시 오포읍 포은대로 429,031-766-5992,셀프,N,N
A0003452,경기 광주시,형제주유소,GS칼텍스,경기 광주시 순암로 120 (장지동),031-768-5189,일반,N,N
A0003460,경기 광주시,성동주유소,GS칼텍스,경기 광주시 이배재로 506 (목현동),031-768-5143,셀프,N,N
A0003465,경기 광주시,큰나무주유소,HD현대오일뱅크,경기 광주시 이배재로 140 (회덕동),031-765-3100,셀프,N,N
A0003469,경기 광주시,기름나라주유소,SK에너지,경기 광주시 회안대로 608 (장지동),031-765-6051,셀프,N,Y
A0003509,경기 광주시,밀목주유소,GS칼텍스,경기 광주시 회안대로 968 (송정동),031-765-1248,셀프,N,Y
A0003559,경기 광주시,상하이주유소,SK에너지,경기 광주시 오포읍 회안대로 80,031-766-0082,셀프,N,N
A0003584,경기 광주시,SK우리주유소,SK에너지,경기 광주시 경충대로 1454 (쌍령동),031-763-5183,일반,N,N
A0003585,경기 광주시,경원주유소,SK에너지,경기 광주시 도척면 마도로 66,031-761-0551,셀프,N,Y
A0003586,경기 광주시,한라주유소,알뜰주유소,경기 광주시 포은대로 655 (장지동),031-762-0070,셀프,N,N
A0003587,경기 광주시,장미주유소,S-OIL,경기 광주시 경충대로 1920 (장지동),031-761-2549,셀프,N,N
A0003589,경기 광주시,평래주유소,SK에너지,경기 광주시 곤지암읍 광여로 712,031-763-6000,일반,N,N
A0003590,경기 광주시,HD현대오일뱅크㈜직영 곤지암현대셀프주유소,HD현대오일뱅크,경기 광주시 곤지암읍 경충대로 567,031-762-7686,셀프,N,Y
A0003593,경기 광주시,한신주유소,SK에너지,경기 광주시 오포읍 신현로 90,031-718-5151,셀프,N,N
A0003604,경기 광주시,(주)썬라이즈오일 해뜨는광주,SK에너지,경기 광주시 순암로 215 (중대동),031-798-1126,셀프,N,Y
A0003616,경기 광주시,㈜선경오일,S-OIL,경기 광주시 곤지암읍 경충대로 426,031-766-8339,셀프,N,Y
A0003618,경기 광주시,삼미상사(주) 참조은셀프주유소,SK에너지,경기 광주시 이배재로 79 (탄벌동),031-761-5516,셀프,N,Y
A0003627,경기 광주시,두월self주유소,SK에너지,경기 광주시 초월읍 산수로 378,031-769-5151,셀프,N,N
A0003637,경기 광주시,대원셀프주유소,GS칼텍스,경기 광주시 오포읍 포은대로 38,031-767-5907,셀프,N,N
A0003642,경기 광주시,선광주유소,SK에너지,경기 광주시 경충대로 1962 (중대동),031-763-2000,셀프,N,N
A0003655,경기 광주시,중앙셀프주유소,HD현대오일뱅크,경기 광주시 오포읍 오포로 342,031-766-5925,셀프,N,N
A0003673,경기 광주시,태평양주유소,GS칼텍스,경기 광주시 곤지암읍 광여로 190,031-769-0088,일반,N,N
A0003680,경기 광주시,곤지암스타주유소,GS칼텍스,경기 광주시 곤지암읍 경충대로 698,031-764-0202,셀프,N,Y
A0003698,경기 광주시,초월주유소,SK에너지,경기 광주시 초월읍 경충대로 882,031-762-4544,셀프,N,N
A0003736,경기 광주시,신창주유소,GS칼텍스,경기 광주시 고불로 164,031-767-5197,일반,N,N
A0003743,경기 광주시,GS칼텍스 중부주유소,GS칼텍스,경기 광주시 곤지암읍 경충대로 487,031-769-9090,일반,N,Y
A0003778,경기 광주시,대광주유소,SK에너지,경기 광주시 오포읍 오포로 660,031-766-4992,일반,N,N
A0003794,경기 광주시,경일주유소,SK에너지,경기 광주시 곤지암읍 광여로 525,031-769-5181,셀프,N,N
